Name,Manufacturer,Technology,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,gamma_r
"Merlin Solar Technologies, Inc_ RFP-F036W175L","Merlin Solar Technologies, Inc",Mono-c-Si,175,158.6,1.09,,,36,9.15,24.4,8.67,20.2,0.053,-0.262,53.7,-0.317
"Merlin Solar Technologies, Inc_ RFP-F036W175S","Merlin Solar Technologies, Inc",Mono-c-Si,175,158.6,1.09,,,36,9.15,24.38,8.67,20.22,0.053,-0.262,53.69,-0.317
"Merlin Solar Technologies, Inc_ RFP-F036B180L","Merlin Solar Technologies, Inc",Mono-c-Si,180,161.4,1.09,,,36,9.07,24.52,8.69,20.72,0.043,-0.266,55.49,-0.331
"Merlin Solar Technologies, Inc_ RFP-F036B180S","Merlin Solar Technologies, Inc",Mono-c-Si,180,161.4,1.09,,,36,9.07,24.52,8.69,20.72,0.043,-0.266,55.49,-0.331
"Merlin Solar Technologies, Inc_ RFP-F036W180L","Merlin Solar Technologies, Inc",Mono-c-Si,180,163.2,1.09,,,36,9.2,24.5,8.77,20.5,0.053,-0.262,53.7,-0.317
"Merlin Solar Technologies, Inc_ RFP-F036W180S","Merlin Solar Technologies, Inc",Mono-c-Si,180,163.2,1.09,,,36,9.2,24.45,8.77,20.54,0.053,-0.262,53.69,-0.317
"Merlin Solar Technologies, Inc_ RFP-F036W185L","Merlin Solar Technologies, Inc",Mono-c-Si,185,167.9,1.09,,,36,9.25,24.5,8.87,20.9,0.053,-0.262,53.7,-0.317
"Merlin Solar Technologies, Inc_ RFP-F036W185S","Merlin Solar Technologies, Inc",Mono-c-Si,185,167.9,1.09,,,36,9.25,24.52,8.87,20.86,0.053,-0.262,53.69,-0.317
"Merlin Solar Technologies, Inc_ BR320","Merlin Solar Technologies, Inc",Mono-c-Si,320,291.7,1.95,,,72,8.95,45.75,8.77,36.5,0.048,-0.311,46.21,-0.406
"Merlin Solar Technologies, Inc_ BR325","Merlin Solar Technologies, Inc",Mono-c-Si,325,296.4,1.95,,,72,9.05,45.8,8.87,36.7,0.048,-0.311,46.21,-0.406
"Merlin Solar Technologies, Inc_ BR330","Merlin Solar Technologies, Inc",Mono-c-Si,330,301.1,1.95,,,72,9.12,46,8.94,37,0.048,-0.311,46.21,-0.406
"Merlin Solar Technologies, Inc_ BR335","Merlin Solar Technologies, Inc",Mono-c-Si,335,305.7,1.95,,,72,9.15,46.25,8.94,37.71,0.048,-0.311,46.21,-0.406
"Merlin Solar Technologies, Inc_ BR340","Merlin Solar Technologies, Inc",Mono-c-Si,340,310.4,1.95,,,72,9.18,46.5,8.95,38.41,0.048,-0.311,46.21,-0.406
"Meyer Burger  Industries  GmbH Meyer Burger Black, 370W",Meyer Burger  Industries  GmbH,Mono-c-Si,370,353.1,1.77,,,60,10.53,44.38,9.88,37.46,0.041,-0.235,44.38,-0.248
"Meyer Burger  Industries  GmbH MEYER BURGER GLASS, 370W",Meyer Burger  Industries  GmbH,Mono-c-Si,370,353,1.73,,,60,10.4,44.5,9.9,37.7,0.037,-0.234,44.79,-0.247
"Meyer Burger  Industries  GmbH Meyer Burger Black, 375W",Meyer Burger  Industries  GmbH,Mono-c-Si,375,358,1.77,,,60,10.6,44.5,9.9,38,0.041,-0.235,44.38,-0.248
"Meyer Burger  Industries  GmbH MEYER BURGER GLASS, 375W",Meyer Burger  Industries  GmbH,Mono-c-Si,375,357.8,1.73,,,60,10.4,44.6,9.9,37.9,0.037,-0.234,44.79,-0.247
"Meyer Burger  Industries  GmbH Meyer Burger White, 375W",Meyer Burger  Industries  GmbH,Mono-c-Si,375,356.4,1.77,,,60,10.7,44.3,10.2,37,0.036,-0.233,46.23,-0.247
"Meyer Burger  Industries  GmbH Meyer Burger Black, 380W",Meyer Burger  Industries  GmbH,Mono-c-Si,380,362.8,1.77,,,60,10.6,44.6,10,38.2,0.041,-0.235,44.38,-0.248
"Meyer Burger  Industries  GmbH MEYER BURGER GLASS, 380W",Meyer Burger  Industries  GmbH,Mono-c-Si,380,362.7,1.73,,,60,10.5,44.7,10,38.1,0.037,-0.234,44.79,-0.247
"Meyer Burger  Industries  GmbH Meyer Burger White, 380W",Meyer Burger  Industries  GmbH,Mono-c-Si,380,361.3,1.77,,,60,10.8,44.4,10.3,37.2,0.036,-0.233,46.23,-0.247
"Meyer Burger  Industries  GmbH Meyer Burger Black, 385W",Meyer Burger  Industries  GmbH,Mono-c-Si,385,367.7,1.77,,,60,10.7,44.6,10.1,38.4,0.041,-0.235,44.38,-0.248
"Meyer Burger  Industries  GmbH MEYER BURGER GLASS, 385W",Meyer Burger  Industries  GmbH,Mono-c-Si,385,367.6,1.73,,,60,10.6,44.7,10.1,38.2,0.037,-0.234,44.79,-0.247
"Meyer Burger  Industries  GmbH Meyer Burger White, 385W",Meyer Burger  Industries  GmbH,Mono-c-Si,385,366.1,1.77,,,60,10.9,44.5,10.3,37.6,0.036,-0.233,46.23,-0.247
"Meyer Burger  Industries  GmbH Meyer Burger Black, 390W",Meyer Burger  Industries  GmbH,Mono-c-Si,390,372.6,1.77,,,60,10.8,44.7,10.2,38.5,0.041,-0.235,44.38,-0.248
"Meyer Burger  Industries  GmbH Meyer Burger White, 390W",Meyer Burger  Industries  GmbH,Mono-c-Si,390,371,1.77,,,60,10.9,44.5,10.4,37.8,0.036,-0.233,46.23,-0.247
"Meyer Burger  Industries  GmbH Meyer Burger Black, 395W",Meyer Burger  Industries  GmbH,Mono-c-Si,395,377.4,1.77,,,60,10.9,44.7,10.3,38.7,0.041,-0.235,44.38,-0.248
"Meyer Burger  Industries  GmbH Meyer Burger White, 395W",Meyer Burger  Industries  GmbH,Mono-c-Si,395,375.8,1.77,,,60,11,44.6,10.4,38,0.036,-0.233,46.23,-0.247
"Meyer Burger  Industries  GmbH Meyer Burger White, 400W",Meyer Burger  Industries  GmbH,Mono-c-Si,400,380.7,1.77,,,60,11.1,44.7,10.5,38.2,0.036,-0.233,46.23,-0.247
Miasole FLEX-02 70N,Miasole,Thin Film,70,60.9,1.60974,0.99,1.626,60,4.33,24.5,3.77,19.5,0.0047,-0.3466,45.8,-0.5065
Miasole MR-107,Miasole,Thin Film,111,97.1,1.0787,0.67,1.61,44,6.79,24.9,5.69,19.4,-0.003,-0.358,49.9,-0.446
Miasole FLEX-03 120N,Miasole,CIGS,115.1,104.6,0.898,,,56,4.58,37.8,3.97,30.3,-0.0011,-0.2412,48.2,-0.3605
Miasole FLEX-02 220W,Miasole,Thin Film,220,194.4,1.60974,0.99,1.626,60,12.91,25.16,11.41,19.99,-0.0451,-0.3402,45,-0.5418
Miasole FLEX-02-275N C132,Miasole,Thin Film,275,253.6,2.19151,0.37,5.923,132,4.52,89,3.89,70.7,-0.0097,-0.2634,43.21,-0.3893
Miasole FLEX-03 280NL,Miasole,CIGS,280,258.8,2.057,,,132,4.59,88.7,3.96,70.8,0.0063,-0.2266,45.35,-0.3464
Miasole FLEX-03 290W,Miasole,CIGS,290,250.8,2.211,,,72,9.27,47.2,7.83,37.2,-0.0072,-0.3551,49.1,-0.5188
Miasole FLEX-03 300W,Miasole,CIGS,300,259.7,2.211,,,72,9.21,48,7.89,38.1,-0.0072,-0.3551,49.1,-0.5188
Miasole FLEX-03 310W,Miasole,CIGS,310,268.6,2.211,,,72,9.14,48.7,7.96,39,-0.0072,-0.3551,49.1,-0.5188
Miasole FLEX-03 320W,Miasole,CIGS,320,277.6,2.211,,,72,9.08,49.5,8.02,40,-0.0072,-0.3551,49.1,-0.5188
Miasole FLEX-02 340W,Miasole,CIGS,340,287,2.57,,,168,13.54,37.5,11.61,29.3,-0.0108,-0.2832,61.1,-0.4015
Miasole FLEX-02 350W,Miasole,CIGS,350,295.8,2.57,0.99,2.598,168,13.55,37.9,11.72,29.9,-0.0108,-0.2832,61.1,-0.4015
Miasole FLEX-02 360W,Miasole,CIGS,360,304.5,2.57,,,168,13.56,38.3,11.83,30.4,-0.0108,-0.2832,61.1,-0.4015
Miasole FLEX-03 470W,Miasole,CIGS,470,412.4,3,,,112,9.19,74.8,7.91,59.6,0.0102,-0.2475,62.9,-0.31195
Miasole FLEX-03 480W,Miasole,CIGS,480,421.5,3,,,112,9.15,75.6,7.95,60.5,0.0102,-0.2475,62.9,-0.31195
Miasole FLEX-03 490W,Miasole,CIGS,490,430.5,3,,,112,9.11,76.4,7.99,61.4,0.0102,-0.2475,62.9,-0.31195
Miasole FLEX-03 500W,Miasole,CIGS,500,439.6,3,,,112,9.07,77.2,8.03,62.4,0.0102,-0.2475,62.9,-0.31195
Mission Solar Energy LLC MSE260SO5T,Mission Solar Energy LLC,Mono-c-Si,260,234.9,1.609476,0.979,1.644,60,8.9,37.89,8.44,30.82,0.043,-0.312,47.49,-0.416
Mission Solar Energy LLC MSE265SO5T,Mission Solar Energy LLC,Mono-c-Si,265,239.6,1.609476,0.979,1.644,60,8.99,38.07,8.53,31.14,0.043,-0.312,47.49,-0.416
Mission Solar Energy LLC MSE270SO5K,Mission Solar Energy LLC,Mono-c-Si,270,243.2,1.609476,0.979,1.644,60,9.28,37.64,8.78,30.79,0.046,-0.312,48.26,-0.418
Mission Solar Energy LLC MSE270SO5T,Mission Solar Energy LLC,Mono-c-Si,270,244.2,1.609476,0.979,1.644,60,9.09,38.21,8.64,31.28,0.043,-0.312,47.49,-0.416
Mission Solar Energy LLC MSE275SO5K,Mission Solar Energy LLC,Mono-c-Si,275,247.8,1.609476,0.979,1.644,60,9.34,37.82,8.89,30.95,0.046,-0.312,48.26,-0.418
Mission Solar Energy LLC MSE275SO5T,Mission Solar Energy LLC,Mono-c-Si,275,248.9,1.609476,0.979,1.644,60,9.17,38.45,8.72,31.55,0.043,-0.312,47.49,-0.416
Mission Solar Energy LLC MSE280SO5K,Mission Solar Energy LLC,Mono-c-Si,280,252.5,1.609476,0.979,1.644,60,9.37,38.22,8.93,31.37,0.046,-0.312,48.26,-0.418
Mission Solar Energy LLC MSE280SO5T,Mission Solar Energy LLC,Mono-c-Si,280,253.5,1.609476,0.979,1.644,60,9.27,38.6,8.79,31.87,0.043,-0.312,47.49,-0.416
Mission Solar Energy LLC MSE285SO5K,Mission Solar Energy LLC,Mono-c-Si,285,257.2,1.609476,0.979,1.644,60,9.42,38.62,8.98,31.77,0.046,-0.312,48.26,-0.418
Mission Solar Energy LLC MSE285SQ5K,Mission Solar Energy LLC,Mono-c-Si,285,262.7,1.609476,0.979,1.644,60,9.67,38.05,9.05,31.66,0.046,-0.28,45.51,-0.38
Mission Solar Energy LLC MSE285SQ5T,Mission Solar Energy LLC,Mono-c-Si,285,262.7,1.599,0.975,1.64,60,9.37,39.56,8.87,32.36,0.046,-0.28,45.51,-0.38
Mission Solar Energy LLC MSE285SQ8T,Mission Solar Energy LLC,Mono-c-Si,285,262.1,1.6,,,60,9.367,39.69,8.72,32.68,0.036,-0.281,46.09,-0.379
Mission Solar Energy LLC MSE290SB1A,Mission Solar Energy LLC,Mono-c-Si,290,258.8,1.9503,0.99,1.97,72,8.72,44.5,8.12,36,0.0185,-0.3319,47,-0.4647
Mission Solar Energy LLC MSE290SQ5K,Mission Solar Energy LLC,Mono-c-Si,290,267.4,1.609476,0.979,1.644,60,9.7,39.08,9.12,31.89,0.046,-0.28,45.51,-0.38
Mission Solar Energy LLC MSE290SQ5T,Mission Solar Energy LLC,Mono-c-Si,290,267.4,1.599,0.975,1.64,60,9.44,39.81,8.95,32.54,0.046,-0.28,45.51,-0.38
Mission Solar Energy LLC MSE290SQ8K,Mission Solar Energy LLC,Mono-c-Si,290,266.7,1.6,,,60,9.561,39,8.982,32.3,0.045,-0.28,46.43,-0.375
Mission Solar Energy LLC MSE290SQ8T,Mission Solar Energy LLC,Mono-c-Si,290,266.9,1.6,,,60,9.42,39.91,8.811,32.91,0.036,-0.281,46.09,-0.379
Mission Solar Energy LLC MSE60A290,Mission Solar Energy LLC,Mono-c-Si,290,266.1,1.627,,,60,9.62,39.77,9.06,32,0.04,-0.3,44.58,-0.42
Mission Solar Energy LLC MSE295SB1A,Mission Solar Energy LLC,Mono-c-Si,295,263.4,1.9503,0.99,1.97,72,8.79,44.8,8.19,36.3,0.0185,-0.3319,47,-0.4647
Mission Solar Energy LLC MSE295SQ5K,Mission Solar Energy LLC,Mono-c-Si,295,272.1,1.609476,0.979,1.644,60,9.73,39.38,9.2,32.19,0.046,-0.28,45.51,-0.38
Mission Solar Energy LLC MSE295SQ5T,Mission Solar Energy LLC,Mono-c-Si,295,272.2,1.599,0.975,1.64,60,9.52,40.11,9.03,32.72,0.046,-0.28,45.51,-0.38
Mission Solar Energy LLC MSE295SQ8K,Mission Solar Energy LLC,Mono-c-Si,295,271.5,1.6,,,60,9.578,39.24,9.027,32.68,0.045,-0.28,46.43,-0.375
Mission Solar Energy LLC MSE295SQ8T,Mission Solar Energy LLC,Mono-c-Si,295,271.6,1.6,,,60,9.48,40.07,8.912,33.1,0.036,-0.281,46.09,-0.379
Mission Solar Energy LLC MSE60A295,Mission Solar Energy LLC,Mono-c-Si,295,270.4,1.627,,,60,9.77,40.11,9.15,32.24,0.042,-0.282,46.67,-0.386
Mission Solar Energy LLC MSE300MC1A,Mission Solar Energy LLC,Multi-c-Si,300,264.1,1.9503,0.99,1.97,72,8.78,44.5,8.31,36,0.04553,-0.3792,48.2,-0.4936
Mission Solar Energy LLC MSE300SB1A,Mission Solar Energy LLC,Mono-c-Si,300,268,1.9503,0.99,1.97,72,8.86,45.2,8.26,36.6,0.0185,-0.3319,47,-0.4647
Mission Solar Energy LLC MSE300SQ5K,Mission Solar Energy LLC,Mono-c-Si,300,276.9,1.609476,0.979,1.644,60,9.77,39.72,9.27,32.38,0.046,-0.28,45.51,-0.38
Mission Solar Energy LLC MSE300SQ5T,Mission Solar Energy LLC,Mono-c-Si,300,276.9,1.599,0.975,1.64,60,9.61,40.18,9.17,32.8,0.046,-0.28,45.51,-0.38
Mission Solar Energy LLC MSE300SQ8K,Mission Solar Energy LLC,Mono-c-Si,300,276.2,1.6,,,60,9.652,39.66,9.104,32.95,0.045,-0.28,46.43,-0.375
Mission Solar Energy LLC MSE300SQ8T,Mission Solar Energy LLC,Mono-c-Si,300,276.3,1.6,,,60,9.571,40.08,9.058,33.12,0.036,-0.281,46.09,-0.379
Mission Solar Energy LLC MSE300TS60,Mission Solar Energy LLC,Mono-c-Si,300,271.4,1.62,,,60,9.83,40,9.31,32.6,0.032,-0.288,48.9,-0.403
Mission Solar Energy LLC MSE60A300,Mission Solar Energy LLC,Mono-c-Si,300,275.1,1.627,,,60,9.91,40.45,9.24,32.48,0.042,-0.282,46.67,-0.386
Mission Solar Energy LLC MSE305MC1A,Mission Solar Energy LLC,Multi-c-Si,305,268.7,1.9503,0.99,1.97,72,8.94,44.7,8.42,36.2,0.04553,-0.3792,48.2,-0.4936
Mission Solar Energy LLC MSE305SB1A,Mission Solar Energy LLC,Mono-c-Si,305,272.6,1.9503,0.99,1.97,72,8.94,45.6,8.32,36.9,0.0185,-0.3319,47,-0.4647
Mission Solar Energy LLC MSE305SE1A,Mission Solar Energy LLC,Mono-c-Si,305,276.3,1.879836,0.966,1.946,72,8.93,45.6,8.32,36.9,0.04,-0.31,47.25,-0.41
Mission Solar Energy LLC MSE305SE1J,Mission Solar Energy LLC,Mono-c-Si,305,276.1,1.879836,0.966,1.946,72,8.93,45.6,8.32,36.9,0.039,-0.307,47.25,-0.414
Mission Solar Energy LLC MSE305SQ5K,Mission Solar Energy LLC,Mono-c-Si,305,281.6,1.609476,0.979,1.644,60,9.81,39.95,9.36,32.61,0.046,-0.28,45.51,-0.38
Mission Solar Energy LLC MSE305SQ8K,Mission Solar Energy LLC,Mono-c-Si,305,280.9,1.6,,,60,9.723,39.96,9.238,33.02,0.045,-0.28,46.43,-0.375
Mission Solar Energy LLC MSE305SQ8T,Mission Solar Energy LLC,Mono-c-Si,305,281.1,1.6,,,60,9.664,40.1,9.202,33.14,0.036,-0.281,46.09,-0.379
Mission Solar Energy LLC MSE305TS60,Mission Solar Energy LLC,Mono-c-Si,305,276,1.62,,,60,9.9,40.1,9.38,32.8,0.032,-0.288,48.9,-0.403
Mission Solar Energy LLC MSE60A305,Mission Solar Energy LLC,Mono-c-Si,305,279.8,1.627,,,60,10.06,40.79,9.32,32.73,0.042,-0.282,46.67,-0.386
Mission Solar Energy LLC MSE310MC1A,Mission Solar Energy LLC,Multi-c-Si,310,273.2,1.9503,0.99,1.97,72,9.08,44.9,8.52,36.4,0.04553,-0.3792,48.2,-0.4936
Mission Solar Energy LLC MSE310SB1A,Mission Solar Energy LLC,Mono-c-Si,310,277.2,1.9503,0.99,1.97,72,9.01,45.9,8.39,37.2,0.0185,-0.3319,47,-0.4647
Mission Solar Energy LLC MSE310SE1A,Mission Solar Energy LLC,Mono-c-Si,310,281,1.879836,0.966,1.946,72,8.96,45.6,8.38,37,0.04,-0.31,47.25,-0.41
Mission Solar Energy LLC MSE310SE1J,Mission Solar Energy LLC,Mono-c-Si,310,280.7,1.879836,0.966,1.946,72,8.96,45.6,8.38,37,0.039,-0.307,47.25,-0.414
Mission Solar Energy LLC MSE310SQ8K,Mission Solar Energy LLC,Mono-c-Si,310,285.7,1.6,,,60,9.819,40.09,9.362,33.11,0.045,-0.28,46.43,-0.375
Mission Solar Energy LLC MSE310SQ8T,Mission Solar Energy LLC,Mono-c-Si,310,285.8,1.6,,,60,9.76,40.12,9.345,33.17,0.036,-0.281,46.09,-0.379
Mission Solar Energy LLC MSE310SR8T,Mission Solar Energy LLC,Mono-c-Si,310,284.8,1.64,,,60,9.967,40.14,9.202,33.69,0.046,-0.276,47.15,-0.373
Mission Solar Energy LLC MSE310TS60,Mission Solar Energy LLC,Mono-c-Si,310,280.7,1.62,,,60,9.94,40.3,9.45,33.1,0.032,-0.288,48.9,-0.403
Mission Solar Energy LLC MSE60A310,Mission Solar Energy LLC,Mono-c-Si,310,284.5,1.627,,,60,10.21,41.14,9.4,32.97,0.042,-0.282,46.67,-0.386
Mission Solar Energy LLC MSE315MC1A,Mission Solar Energy LLC,Multi-c-Si,315,277.8,1.9503,0.99,1.97,72,9.18,45.1,8.61,36.6,0.04553,-0.3792,48.2,-0.4936
Mission Solar Energy LLC MSE315SB1A,Mission Solar Energy LLC,Mono-c-Si,315,281.8,1.9503,0.99,1.97,72,9.08,46.3,8.45,37.5,0.0185,-0.3319,47,-0.4647
Mission Solar Energy LLC MSE315SE1A,Mission Solar Energy LLC,Mono-c-Si,315,285.7,1.879836,0.966,1.946,72,8.99,45.8,8.47,37.2,0.04,-0.31,47.25,-0.41
Mission Solar Energy LLC MSE315SE1J,Mission Solar Energy LLC,Mono-c-Si,315,285.4,1.879836,0.966,1.946,72,8.99,45.8,8.47,37.2,0.039,-0.307,47.25,-0.414
Mission Solar Energy LLC MSE315SQ8K,Mission Solar Energy LLC,Mono-c-Si,315,290.4,1.6,,,60,9.917,40.13,9.465,33.28,0.045,-0.28,46.43,-0.375
Mission Solar Energy LLC MSE315SR8K,Mission Solar Energy LLC,Mono-c-Si,315,290.8,1.64,,,60,9.963,40.14,9.352,33.68,0.041,-0.275,45.98,-0.374
Mission Solar Energy LLC MSE315SR8T,Mission Solar Energy LLC,Mono-c-Si,315,289.5,1.64,,,60,9.997,40.44,9.253,34.04,0.046,-0.276,47.15,-0.373
Mission Solar Energy LLC MSE60A315,Mission Solar Energy LLC,Mono-c-Si,315,289.3,1.627,,,60,10.37,41.49,9.48,33.22,0.042,-0.282,46.67,-0.386
Mission Solar Energy LLC MSE320MC1A,Mission Solar Energy LLC,Multi-c-Si,320,282.4,1.9503,0.99,1.97,72,9.26,45.3,8.69,36.8,0.04553,-0.3792,48.2,-0.4936
Mission Solar Energy LLC MSE320MM4J,Mission Solar Energy LLC,Multi-c-Si,320,295,1.926,,,72,9.24,45.18,8.69,36.88,0.053,-0.303,44.57,-0.39
Mission Solar Energy LLC MSE320MM6J,Mission Solar Energy LLC,Multi-c-Si,320,295,1.926,,,72,9.24,45.18,8.69,36.88,0.053,-0.303,44.57,-0.39
Mission Solar Energy LLC MSE320SB1A,Mission Solar Energy LLC,Mono-c-Si,320,286.4,1.9503,0.99,1.97,72,9.15,46.7,8.52,37.8,0.0185,-0.3319,47,-0.4647
Mission Solar Energy LLC MSE320SE1A,Mission Solar Energy LLC,Mono-c-Si,320,290.3,1.879836,0.966,1.946,72,9.12,45.9,8.56,37.4,0.04,-0.31,47.25,-0.41
Mission Solar Energy LLC MSE320SE1J,Mission Solar Energy LLC,Mono-c-Si,320,290,1.879836,0.966,1.946,72,9.12,45.9,8.56,37.4,0.039,-0.307,47.25,-0.414
Mission Solar Energy LLC MSE320SO4J,Mission Solar Energy LLC,Mono-c-Si,320,288.2,1.925693,0.979,1.967,72,8.97,45.68,8.51,37.65,0.049,-0.315,48.26,-0.418
Mission Solar Energy LLC MSE320SO6J,Mission Solar Energy LLC,Mono-c-Si,320,287.9,1.925693,0.979,1.967,72,8.97,45.68,8.51,37.65,0.049,-0.315,48.26,-0.421
Mission Solar Energy LLC MSE320SO6W,Mission Solar Energy LLC,Multi-c-Si,320,290.9,1.985013,0.999,1.987,72,8.92,46.13,8.49,37.71,0.045,-0.311,46.38,-0.412
Mission Solar Energy LLC MSE320SR8K,Mission Solar Energy LLC,Mono-c-Si,320,295.5,1.64,,,60,9.988,40.38,9.435,33.92,0.041,-0.275,45.98,-0.374
Mission Solar Energy LLC MSE320SR8T,Mission Solar Energy LLC,Mono-c-Si,320,294.2,1.64,,,60,10.028,40.8,9.351,34.22,0.046,-0.276,47.15,-0.373
Mission Solar Energy LLC MSE325MC1A,Mission Solar Energy LLC,Multi-c-Si,325,286.9,1.9503,0.99,1.97,72,9.32,45.7,8.76,37,0.04553,-0.3792,48.2,-0.4936
Mission Solar Energy LLC MSE325MM4J,Mission Solar Energy LLC,Multi-c-Si,325,299.7,1.926,,,72,9.26,45.8,8.72,37.3,0.053,-0.303,44.57,-0.39
Mission Solar Energy LLC MSE325MM6J,Mission Solar Energy LLC,Multi-c-Si,325,299.7,1.926,,,72,9.26,45.8,8.72,37.3,0.053,-0.303,44.57,-0.39
Mission Solar Energy LLC MSE325SB1A,Mission Solar Energy LLC,Mono-c-Si,325,291,1.9503,0.99,1.97,72,9.23,47,8.59,38.1,0.0185,-0.3319,47,-0.4647
Mission Solar Energy LLC MSE325SE1A,Mission Solar Energy LLC,Mono-c-Si,325,295,1.879836,0.966,1.946,72,9.13,46.1,8.6,37.8,0.04,-0.31,47.25,-0.41
Mission Solar Energy LLC MSE325SE1J,Mission Solar Energy LLC,Mono-c-Si,325,294.7,1.879836,0.966,1.946,72,9.13,46.1,8.6,37.8,0.039,-0.307,47.25,-0.414
Mission Solar Energy LLC MSE325SO4J,Mission Solar Energy LLC,Mono-c-Si,325,292.8,1.925693,0.979,1.967,72,9.08,45.79,8.62,37.72,0.049,-0.315,48.26,-0.418
Mission Solar Energy LLC MSE325SO6J,Mission Solar Energy LLC,Mono-c-Si,325,292.6,1.925693,0.979,1.967,72,9.08,45.79,8.62,37.72,0.049,-0.315,48.26,-0.421
Mission Solar Energy LLC MSE325SO6W,Mission Solar Energy LLC,Multi-c-Si,325,295.6,1.985013,0.999,1.987,72,9.06,46.39,8.6,37.84,0.045,-0.311,46.38,-0.412
Mission Solar Energy LLC MSE325SR8K,Mission Solar Energy LLC,Mono-c-Si,325,300.3,1.64,,,60,10.024,40.8,9.499,34.21,0.041,-0.275,45.98,-0.374
Mission Solar Energy LLC MSE325SR8T,Mission Solar Energy LLC,Mono-c-Si,325,299,1.64,,,60,10.06,41.14,9.387,34.62,0.046,-0.276,47.15,-0.373
Mission Solar Energy LLC MSE330MM4J,Mission Solar Energy LLC,Multi-c-Si,330,304.4,1.926,,,72,9.33,46.01,8.81,37.5,0.053,-0.303,44.57,-0.39
Mission Solar Energy LLC MSE330MM6J,Mission Solar Energy LLC,Multi-c-Si,330,304.4,1.926,,,72,9.33,46.01,8.81,37.5,0.053,-0.303,44.57,-0.39
Mission Solar Energy LLC MSE330SB1A,Mission Solar Energy LLC,Mono-c-Si,330,295.6,1.9503,0.99,1.97,72,9.3,47.4,8.65,38.4,0.0185,-0.3319,47,-0.4647
Mission Solar Energy LLC MSE330SE1A,Mission Solar Energy LLC,Mono-c-Si,330,299.7,1.879836,0.966,1.946,72,9.14,46.11,8.62,37.5,0.04,-0.31,47.25,-0.41
Mission Solar Energy LLC MSE330SE1J,Mission Solar Energy LLC,Mono-c-Si,330,299.4,1.879836,0.966,1.946,72,9.14,46.11,8.62,37.5,0.039,-0.307,47.25,-0.414
Mission Solar Energy LLC MSE330SO4J,Mission Solar Energy LLC,Mono-c-Si,330,297.4,1.925693,0.979,1.967,72,9.23,46.12,8.72,37.85,0.049,-0.315,48.26,-0.418
Mission Solar Energy LLC MSE330SO6J,Mission Solar Energy LLC,Mono-c-Si,330,297.2,1.925693,0.979,1.967,72,9.23,46.12,8.72,37.85,0.049,-0.315,48.26,-0.421
Mission Solar Energy LLC MSE330SO6W,Mission Solar Energy LLC,Multi-c-Si,330,300.2,1.985013,0.999,1.987,72,9.12,46.62,8.64,38.38,0.045,-0.311,46.38,-0.412
Mission Solar Energy LLC MSE330SO7J,Mission Solar Energy LLC,Mono-c-Si,330,302.1,1.91,,,72,9.325,45.85,8.816,37.43,0.043,-0.299,45.79,-0.401
Mission Solar Energy LLC MSE330SO9J,Mission Solar Energy LLC,Mono-c-Si,330,302.1,1.91,,,72,9.325,45.85,8.816,37.43,0.043,-0.299,45.79,-0.401
Mission Solar Energy LLC MSE330SR8K,Mission Solar Energy LLC,Mono-c-Si,330,305,1.64,,,60,10.045,41.06,9.556,34.53,0.041,-0.275,45.98,-0.374
Mission Solar Energy LLC MSE330SX5T,Mission Solar Energy LLC,Mono-c-Si,330,307,1.787,,,60,10.72,40.4,10.05,32.85,0.039,-0.262,44.43,-0.361
Mission Solar Energy LLC MSE335SB1A,Mission Solar Energy LLC,Mono-c-Si,335,294.2,1.9503,0.99,1.97,72,9.32,47.6,8.71,38.7,0.0129,-0.3638,48.1,-0.5198
Mission Solar Energy LLC MSE335SE1A,Mission Solar Energy LLC,Mono-c-Si,335,304.3,1.879836,0.966,1.946,72,9.15,46.4,8.68,38.9,0.04,-0.31,47.25,-0.41
Mission Solar Energy LLC MSE335SE1J,Mission Solar Energy LLC,Mono-c-Si,335,304,1.879836,0.966,1.946,72,9.15,46.4,8.68,38.9,0.039,-0.307,47.25,-0.414
Mission Solar Energy LLC MSE335SO4J,Mission Solar Energy LLC,Mono-c-Si,335,302.1,1.925693,0.979,1.967,72,9.38,46.14,8.87,37.89,0.049,-0.315,48.26,-0.418
Mission Solar Energy LLC MSE335SO6J,Mission Solar Energy LLC,Mono-c-Si,335,301.9,1.925693,0.979,1.967,72,9.38,46.14,8.87,37.89,0.049,-0.315,48.26,-0.421
Mission Solar Energy LLC MSE335SO7J,Mission Solar Energy LLC,Mono-c-Si,335,306.8,1.91,,,72,9.41,46.05,8.904,37.62,0.043,-0.299,45.79,-0.401
Mission Solar Energy LLC MSE335SO9J,Mission Solar Energy LLC,Mono-c-Si,335,306.8,1.91,,,72,9.41,46.05,8.904,37.62,0.043,-0.299,45.79,-0.401
Mission Solar Energy LLC MSE335SQ6W,Mission Solar Energy LLC,Multi-c-Si,335,306.3,1.985013,0.999,1.987,72,9.35,47.88,8.68,38.82,0.039,-0.288,46.13,-0.398
Mission Solar Energy LLC MSE335SX5K,Mission Solar Energy LLC,Mono-c-Si,335,310.1,1.787,,,60,10.85,40.35,10.19,32.89,0.049,-0.262,45.86,-0.361
